Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
BARENTSBURG,,	1953-01-01,,Operational,Operational,Land (fixed),0-20000-0-20107|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,78.0555555556,14.2211111111,73,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BELGOROD,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34214|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,50.6333333333,36.5833333333,223.46,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
BELINSKIJ,,	1989-01-01,,Operational,Operational,Land (fixed),0-20000-0-27955|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.9666666667,43.4,204.74,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov
BELOGORKA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26069|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.35,30.1333333333,88,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
BELORECENSK,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37013|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.75,39.9,132.69,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
BELOZERSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22939|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,60.0202777778,37.7591666667,130,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BELYJ,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26585|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,55.8333333333,32.9333333333,220,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
BLAGODARNYJ,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34958|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.1,43.45,161.19,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-19,Evgenii Viazilov
BOGORODITSKOE-FENINO,,,,Operational,Operational,Land (fixed),0-20000-0-34110|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,51.1666666667,37.35,223,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BOGUCAR,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-34336|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.9333333333,40.5666666667,85.59,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BOKOVSKAJA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34445|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.2166666667,41.8333333333,90.48,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
BOLOGOE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-26298|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,57.8833333333,34.0333333333,186,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(ST) - deprecated:Closed",	2016-04-28,
BORISOGLEBSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34146|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,51.3666666667,42.0833333333,104.22,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-13,Evgenii Viazilov
BOROVICI,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26291|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.4166666667,33.9,87,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
BRJANSK,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-26898|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,53.25,34.3166666667,213.8,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
BUDENNOVSK,,	2000-01-01,,Operational,Operational,Land (fixed),0-20000-0-37061|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.7833333333,44.1333333333,134.17,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BUGRINO,,	1990-01-01,,Operational,Operational,Land (fixed),0-20000-0-22193|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,68.7802777778,49.3011111111,8.6,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-03,Evgenii Viazilov
BUJ,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27242|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.4833333333,41.5333333333,102,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
BUJNAKSK,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37471|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,42.8166666667,47.1166666667,472,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
CEBOKSARY,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27581|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.0833333333,47.3333333333,162.36,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
CEREPOVEC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27113|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.2808333333,38.0186111111,112.86,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
CERNYJ JAR,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34578|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,48.0666666667,46.1166666667,4.49,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
CERTKOVO,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34432|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.3833333333,40.1666666667,144.73,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
CHERNYAHOVSK,,	1940-09-15,,Operational,Operational,Land (fixed),0-20000-0-26711|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.6369444444,21.7933333333,32.13,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2018-04-21,Farikh R. FAKHRUTDINOV
DANILOVKA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34267|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,50.3666666667,44.1166666667,100.59,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
DEMJANSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26381|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,57.65,32.4666666667,59,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
DERBENT,,	1991-01-01,,Operational,Operational,Land (fixed),0-20000-0-37470|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,42.0666666667,48.3,-18.7,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
DIMITROVGRAD (27799-0),,	2012-01-01,,Operational,Operational,Land (fixed),0-20000-0-27799|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.2333333333,49.6,72.3,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov
DIVNOE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-34858|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.9166666667,43.35,85.91,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(ST) - deprecated:Closed",	2016-04-28,
DNO,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26268|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,57.8166666667,29.95,63,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
DOSANG,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34785|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.9166666667,47.9333333333,-19.2,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
DUBNA,,	1999-02-01,,Operational,Partly operational,Land (fixed),0-20000-0-27415|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.74,37.25,118,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CTBTO (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CTBTO:Operational, GBON:Operational, GOS General:Operational",	2017-04-29,Farikh R. FAKHRUTDINOV
DVINSKIJ BEREZNIK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22762|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,62.8283333333,42.7919444444,29.7,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov
DZHUBGA,,,,Operational,Unknown,Land (fixed),0-20000-0-37009|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.3333333333,38.7166666667,19.98,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
EFIMOVSKAJA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26099|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.5,34.7,173,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
EFREMOV,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27921|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,53.15,38.1166666667,216,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov
EJSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34727|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.8,38.2666666667,1.7,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
EL'TON,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34476|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.1333333333,46.85,4.89,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
ELAN',,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34253|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,50.95,43.7333333333,131.64,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
ELAT'MA,,	1883-01-01,,Operational,Operational,Land (fixed),0-20000-0-27648|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.95,41.7666666667,132,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
ELEC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27928|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.6333333333,38.5166666667,166.53,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
ELISTA,,	1990-01-01,,Operational,Operational,Land (fixed),0-20000-0-34861|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.3,44.1833333333,195.59,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
EMECK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22656|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,63.4794444444,41.7958333333,15.9,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov
ENGOZERO,,	1991-01-01,,Operational,Operational,Land (fixed),0-20000-0-22413|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,65.7833333333,33.9333333333,79,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov
ERSHOV,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34186|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,51.3666666667,48.3,109.85,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
FROLOVO,,	1928-01-01,,Operational,Operational,Land (fixed),0-20000-0-34356|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.8,43.6666666667,117.9,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
GAGARIN,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27507|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,55.5166666667,35.0333333333,192,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
GALIC,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27243|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.3833333333,42.3666666667,134,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
GDOV,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26157|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.7333333333,27.8333333333,39,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
GELENDZHIK,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37004|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.5666666667,38.0833333333,15.04,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
GEORGIEVSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-37058|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.1333333333,43.45,287.2,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-20,Evgenii Viazilov
GIGANT,,,,Operational,Operational,Land (fixed),0-20000-0-34740|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.5166666667,41.35,79.3,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
GORJACIJ KLJUC,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37014|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.6333333333,39.1,60.74,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
GORNYIJ,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37017|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,44.2833333333,39.2666666667,325.11,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
GORODEC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27453|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.6833333333,43.4333333333,101,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov
GORODOVIKOVSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34845|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,46.0666666667,41.9666666667,86.71,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-18,Evgenii Viazilov
